338.5069,110.1602,0.6550199,296.78473,325.49982,0.27635682
338.5182,110.15678,0.658452,298.0794,325.495,0.2842519
338.5073,110.14782,0.66103625,298.0867,325.47784,0.28435573
338.5193,110.15175,0.6567503,296.78195,325.48718,0.28766674
338.4974,110.152405,0.6511321,296.7662,326.78494,0.27414984
350.27032,104.91804,0.62086934,295.4579,328.0818,0.31417993
350.29187,102.324326,0.6178957,296.7853,328.08646,0.30670395
350.33633,104.91984,0.60912716,294.17395,329.3863,0.31639504
351.63016,103.598404,0.5736617,288.96158,329.4007,0.3199045
355.50223,102.299545,0.56040907,290.25595,329.41226,0.3282652
358.12106,102.28723,0.5545425,290.2502,329.41336,0.31283793
359.39642,102.286736,0.54456925,290.25104,329.39694,0.31149793
359.38858,101.01844,0.532792,290.24994,329.39908,0.3196432
359.38705,100.99954,0.53847295,291.55466,329.40405,0.3008624
358.11548,101.010056,0.53634465,291.5465,329.3867,0.30911323
358.09772,101.00614,0.5442516,292.85284,328.1185,0.31220472
358.0975,101.00284,0.5402144,291.56256,329.39838,0.31584397
358.0902,101.003426,0.527339,290.24213,329.40207,0.32925203
358.08746,100.99471,0.5286491,290.24377,329.4035,0.31314796
358.09113,100.98682,0.53262717,291.55737,329.3938,0.32285473
358.0884,100.9881,0.5263688,292.85968,329.4011,0.31162658
356.80896,100.98336,0.5301955,290.2571,329.37704,0.31596914
358.08682,100.99413,0.52354467,288.943,329.427,0.31654721
358.11633,101.01208,0.52635705,290.24423,329.3892,0.31588358
359.3808,100.992676,0.5217055,291.5602,329.38843,0.32135308
358.13333,99.73981,0.52697355,290.2449,329.3984,0.3230158
359.3892,100.99313,0.51954216,288.95572,329.41034,0.32634664
359.39075,100.98526,0.5329574,290.2585,329.40164,0.31595728
359.39722,100.97894,0.52802783,290.2433,329.4067,0.3236135
359.37958,100.991005,0.5306194,288.94757,329.41226,0.3295275
359.3876,100.980225,0.5371132,288.96045,329.41885,0.32229656
359.39047,99.736374,0.5335687,291.5604,329.42075,0.31452748
358.13617,99.74114,0.53154075,288.95285,329.39474,0.34010252
359.39255,100.98196,0.52410495,288.9588,330.69904,0.33292672
359.38422,99.74271,0.5418745,288.96194,329.42096,0.3378487
358.1171,100.988556,0.531437,290.24286,329.42545,0.34064025
358.12756,100.99146,0.53182465,290.26025,329.4048,0.33410394
358.12817,100.99042,0.5356414,290.25708,329.4207,0.34092146
358.13412,100.98981,0.5250889,290.24942,329.4054,0.33369133
358.1253,100.995346,0.5321546,287.63028,329.41162,0.34129173
358.13177,100.99421,0.5393503,288.94666,329.42075,0.33321473
